Zona_Num_N;y_coord;x_coord
979;4.566566089;-74.12314402
980;4.537319134;-74.11834711
981;4.575464231;-74.11121678
982;4.580063994;-74.11331181
983;4.585336955;-74.11547657
984;4.592633664;-74.11731002
985;4.591390549;-74.12395244
986;4.596521868;-74.10608142
987;4.57874903;-74.12980591
988;4.619136443;-74.12529969
989;4.630981007;-74.16512346
990;4.651319942;-74.14044023
991;4.629150904;-74.07400968
992;4.614798965;-74.07094807
993;4.608368844;-74.07173835
994;4.654635395;-74.16454481
995;4.656478414;-74.15438131
996;4.652940454;-74.11373948
997;4.642232094;-74.10409048
998;4.672512805;-74.12857162
999;4.683643226;-74.12815282
